IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n99;22;22;198;['jodēta sāls', 'maltodekstrīns', 'palmu tauki', 'palmu tauki', 'antioksidants', 'ekstrakti no rozmarīna', 'garšas pastiprinātāji', 'mononātrija glutamāts', 'dinātrija 5`', 'ribonukleotīdi', 'kukurūzas ciete', 'dekstroze', 'cukurs', 'saulespuķu eļļa', 'aromatizētāji', 'kurkuma', 'vistas gaļa', 'vista', 'jodēta sāls', 'antioksidants', 'ekstrakti no rozmarīna', 'pētersīļi'];[': jodēta sāls, maltodekstrīns, palmu tauki {palmu tauki, antioksidants {eks-\ntrakti no rozmarīna}}, garšas peace {mononātrija glutamāts, dinātrija 5\'-ribonu-\nkleotīdi}, kukurūzas ciete, dekstroze, cukurs, saules uķu eļļa, aromatizētāji, kurkuma,\nvistas gaļa {vista 0,13%, jodēta sāls, antioksidants {ekstrakti no rozmarīna}}, pētersīļi.\nvar.\n\npagatavošana: vienu buljona kubiņu {10 g} izšķīdiniet 0,5 | vāroša ūdens vai pievieno-\njiet garšas uzlabošanai, gatavojot citu ēdienu.\n\nkoostisosad: jodeeritud sool, maltodekstriin, palmirasv eet antioksūdant {ros-\nmariniekstrakt}}, lūhna- ja maitsetugevdajad {naatriumglutamaat, dinaatrium-5-ribo-\nnukleotiidid}, maisitārklis, dekstroos, suhkur, pāevalilleāli, lhna- ja maitseained, kur-\nkum, kana {kana 0,13%, jodeeritud sool, antioksūdant {rosmariniekstrakt}}, petersell.\nvēlb sisaldada gluteeni, piima, muna, soja, sellerit ja kala.\n\nvalmistamine: ūks puljongikuubik {10 g} lahustada 0,5 | keevas vees vēi kasutada\nteiste toitude maitsestamiseks.\n\n| toitumisalane teave l\n| energine vertē/ enerģētiskā vērtība/ energiasisaldus | 1047\n| riebalai/ tauki / rasvad 1\n\nj iškuriy sočivju riebalu rūgščiv/ tostarp piesātinātās\n| taukskābes! milest killastunud rasvhiapped\n\n|\nī\n\n| angliavandeniai/ ogļhidrāti/ sūsivesikud šī,\n| iškurig cukruy/ tostarp cukuri! millest sutikrud 10}\n| skaidulinēs medžiagos/ šķiedrvielas/ kudained {2\n| balmai/ olbaltumvielas/ valgud 45\n{insa sā 92\n| druska/ sāls/ sool\n\n"r/ - referencinis vidutinio suaugusio asmens\n2000 kcal}. pakuotēje yra 24 porcijos. porcijos {\namžiuy./ *ri - ieteicamā deva vidusmēra pieaugu!\niepakojums satur 24 porcijas. porcijas lielumu {\nvecumam./ *ri - keskmise taiskasvanu mr uk\npakis on 24 portsjonit. portsjoni suurus tuleks vali\n\no-——rrtttttttttttttt\n\n'];2;2;['vistas gaļa', 'vista'];['vistas', 'vista'];2;0;0;['vista', 'vistas'];[];[]
n100;23;23;181;['jodēta sāls', 'maltodekstrīns', 'palmu tauki', 'garšas pastiprinātāji', 'mono', 'nātrija glutamāts', 'dinātrija 5`', 'ribonukleotīdi', 'cukurs', 'saulespuķu eļļa', 'dilles', 'pētersīļi', 'garšvielas', 'kurkuma', 'baltie pipari', 'aromatizētāji', 'skābuma regulētājs', 'citronskābe', 'vistas gaļa', 'vista', 'jodēta sāls', 'antioksidants', 'ekstrakti no rozmarīna'];[': jodēta sāls, maltodekstrīns, palmu tauki, garšas pastiprinātāji {mono-\nnātrija glutamāts, dinātrija 5\'-ribonukleotīdi}, cukurs, sāulesnuķu ela dilles 0,7%,\npētersīļi 0,7%, garšvielas {kurkuma, baltie pipari}, aromatizētāji, skābuma regulētājs\nicitronskābe}, vistas gaļa 0,1% {vista, jodēta sāls, antioksidants {ekstrakti no rozmarī-\nna}}. var.\n\n* vi —j"\n\nkoostisosad: jodeeritud sool, maltodekstriin, palmirasv, lēhna- ja kau\n{naatriumvesinikglutamaat, dinaatrum-3-ribonukleotiidid}, suhkur, pāevalilleāli, til 0,77,\n\nūrtsid {kurkum, valge pipar}, lohna- ja maitseained, happesuse regu-\nao iģuntavel kala 01 % kana jodrentud sool, antioksūdant {rosmariiniekstrakt}}.\n\nvēlb sisaldada gluteeni, piima, muna, soja, sellerit ja kala. ,\nvalmistamine: ūks puljongikuubik {10 g} lahustada 0,3 | keevas vees vēi kasutada\nteiste toitude maitsestamiseks.\n\nlr: inīounija 60/308 {\nee: infotelefon 4 177.\n\nmaistingumas/ uzturvērtība/\ntoitumisalane teave\n\nenergine vertē/ enerģētiskā vērtība! energiasisaldus | e4681\nriebalai/ tauki / rasvad |\niš kuriy sočiuju riebalu rūgščiu/ tostarp piesātinātās\ntaukskābes/ millest kullastunud rasvhapped\nangliavandeniai/ oglhidrāti/ sūsivesikud j\niš kuriy cukru/ tostarp cukuri/ millest suhkrud 9,\nskaidulinēs medžiagos/ šķiedrvielas/ kiudained ļi\nbaltymai/ olbaltumvielas/ valgud j\n\ndruska/ sāls! e3001\n\n*ri - referencinis vidutinio suaugusio asmens\n2000 kcal}. pakuotēje yra 24 porcijos. porcijos |\namžiu./ *ri - leteicamā deva vidusmēra pleaugu.\niepakojums satur 24 porcijas. porcijas ielumu |\nvecumam./ *ri - keskmise tāiskasvanu vārdlusi\npakis on 24 portsjonit. portsjoni suurus tuleks valic\n\n\n'];2;2;['vistas gaļa', 'vista'];['vistas', 'vista'];2;0;0;['vista', 'vistas'];[];[]
v1;10;10;40;['rehidrēts teksturēts kaņepju proteīns', 'rehidrēti pelēkie zirņi', 'kokosriekstu eļļa', 'kaltēti sīpoli', 'linsēklas', 'sāls', 'biešu pulveris', 'muskatrieksts', 'melnie pipari', 'kaltēti ķiploki'];[': rehidrēts teksturēts kaņepju proteīns 40%, | i\nrehidrēti pelēkie zirņi, kokosriekstu eļļa, kaltēti sīpoli, linsēklas,\nsāls, biešu pulveris, muskatrieksts, melnie pipari, kaltēti ķiploki.\nuzglabāt saldētavā -18?c. atlaidinātu uzglabāt ledusskapī:\n+4”c — +8%c līdz 3 dienām.\nwww.veggycrush.eu | +371 27088881\nražots pēc sia milzu! pasūtijuma.\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v2;9;9;0;['cukurs', 'kakao masa', 'kakao sviests', 'kakao ar samazinātu tauku saturu', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];['\n'];0;0;[];[];0;0;0;[];[];[]
v3;4;4;126;['dzērvenes', 'pūdercukurs', 'kartupeļu ciete', 'ūdens'];[': dzērvenes - 45%, pūdercukurs - 54,3%, kartupeļu\nciete - 0,5%, ūdens - 0,2%.\n\nuzglabāt sausā vietā no +3"c līdz +187c.\n\nco} knokba b caxaphom nyppe\n{0ctab: kniokba - 45%, caxapkas nyppa - 54,3%,\nkaptooģennbhbi kpaxmann - 0,5%, bona - 0,2%.\nxpahmtb b cy/x0m, npoxnaanhom mecte ot +3"c po +187.\n\numg\n\nenerģētiskā vērtība /\nmhepretmueckas lļehhoctb /\nenerginē vertē /\n\nenergia:\n\ntauki /kupbi / riebaly /rasvad: 0,01g\ntostarp piesātinātās taukskābes /\n\n43 kotopbilx hacbillļehhble\n\nmkmphble kmconotbl/\n\niš kuriy sočiuju riebaly rūgščiuy /\nmillest kullastunud rasvhapped:\n\n949 12kj/\n227,17 kcal\n\nts /npowm35onmmtenb / j\nmintojas / tootja: spanguoles cukraus pudroje\n\nsia "vladas sp” sudedamosios dalys: spanguolēs - 45%, cukraus pudra\nkavas iela 1302, rīga, -54,3%, bulviuy krakmolas - 0,5%, geriamasis vanduo - 0,2%.\nlakss: +371 67144499, laikyti sausoje vietoje, nuo +3"ciki +18"c temperatūroje.\n\n0g\n\nlatvija. āā\njohvikad tuhksuhkrus\nuvadasspl oo koostis: jēhvikad - 45%, tuhksuhkur - 54,3%, kartulitārklis\n. āā -0,5%, joogivesi - 0,2%.\nražots latvija hoida kuivas kohas temperatuuril +3”{+187c.\n\ngaminta latvijoje\ntoodetud lati neto daudzums/grynasis |\n\nm |\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v4;32;32;32;['kviešu milti', 'cukurs', 'margarīns', 'augu eļļas', 'rapšu', 'palmu', 'ūdens', 'pārtikas sāls', 'emulgatori', 'rapšu lecitīns', 'taukskābju mono', 'un diglicerīdi', 'skābuma regulētājs', 'citronskābe', 'dabīgs aromatizētājs', 'karamelizēts cukura sīrups', 'dzeramais ūdens', 'garšvielu maisījums', 'kanēlis', 'krustnagliņas', 'muskatrieksts', 'smaržīgie pipari', 'koriandrs', 'ingvers', 'melnie pipari', 'kardamons', 'cepamais pulveris', 'irdinātāji', 'nātrija karbonāts', 'difosfāti', 'skābuma regulētājs', 'citronskābe'];[': kviešu milti, cukurs, rīns{augu eļļas {rapšu,\n\npalmu} ūdens pārdlassits emigar: apšu lec asā\n4 ” . |1 p-4\n\nmono- un a" ābuma uasrvn dremmātsi mā\nmaisījums {kanēlis, krustnagti\n\npiparkūku mīkla, neto daudzums 500 g }\n\nmuskatrieksts,\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v5;4;4;122;['kukurūzas graudi', 'palmu tauki', 'sāls', 'aromatizētājs'];[': 75% kukurūzas graudi, palmu tauki, 2,8%\nsāls, aromatizētājs. ieteicams līdz:/partijas nr.: skatīt uzdruku\niepakojuma augšpusē. uzglabāt sausā un vēsā vietā.\npagatavošana: 1. novietot papīra maisiņu mikroviļņu krāsnī kā\ntas norādīts attēlā. 2. atkarībā no mikroviļņu krāsns jaudas, ļaut\npopkomam atvērties 2-4 minūtes {skatīt tabulu}. 3. izslēgt\nmikroviļņu krāsni, kad intervāls starp paukšķiem ir 2 vai 3\nsekundes. 4. izņemt maisiņu no mikroviļņu krāsns un sakratīt.\nuzmanību, atverot maisiņu, izplūst karsts tvaiks!\nturustaja:/izplatītājs: lidi stiftung 8 ce. kg, stiftsbergstrabe 1,\nde-74167 neckarsulm, saksamaa, vācija.\n\ntoitumisalane teave/ uzturvērtība  /100g\n\nenergiasisaldus/ 1939 kj/\nenerģētiskā vērtība 463 kcal\nrasvad/tauki 2409\nmillest kūllastunud rasvhapped/\n\ntostarp: piesātinātās taukskābes 12,1 g\nsūsivesikud/ogļhidrāti 53,0 g\nmillest suhkrud/tostarp: cukuri 0g\nvalgud/olbaltumvielas āā " g\nsool/sāls 2,80 9\n\nnetokaal:/neto daudzums: 3x 1 00 g\n\nm n\n\n'];0;0;[];[];0;0;0;[];[];[]
v6;21;22;153;['ūdens', 'cukurs', 'kakao tauki', 'kakao masa', 'glikozes sīrups', 'kokosriekstu eļļa', 'mandeles', 'glikozes', 'fruktozes sīrups', 'zirņu olbaltumvielas', 'aromatizētāji', 'emulgatori', 'e471', 'lecitīni', 'ekstrahētu vaniļas pupiņu gabaliņi', 'stabilizētāji', 'e407', 'e410', 'e412', 'sāls', 'krāsviela', 'e160a'];[': ūdens, cukurs, kakao\nja. 1d unlever čr, spol. s 1.0. voctārova tauki\', kakao masa\', glikozes sīrups, kokosriekstu eļļa, mandeles, glikozes-truktozes sīrups, zimu olbaltumvielas,\n180 00 praha 8. br cz: 844 222 844. š aromatizētāji, emulgatori {e471, iecitīni}, ekstrahētu vaniļas pupiņu gabaliņi, stabilizētāji {e407, e410, e412}, sāls,\nsribūtor, unilever slovensko, spol. s t. 0., krāsviela {e1602}. var. | \' va\nova 10,821 08 bratislava. tp sk: 0850123850. „s am mā sertificēts. šokolādes glazūra, kas papildus kakao taukiem satur arī augu taukus. atbils\n\ndi. w jnilever lietuva distībucija , % uzturvērtība - 100 g: enerģētiskā vērtība 1444 kj/345 kcal, tauki 22 g, tostarp piesātinātās taukskābes 14 9\na verems lt-89100, lietuva. — ogļhidrāti 32 g, tostarp cukuri 26 g, olbaltumvielas 2,7 g, sāls 0,109.\n{0. š ietsicams līdz beigām: skat. uz iepakojuma.\nbe * uzglabāt temperatūrā ne augstākā par -18 *c.\n4 izplatītājs: uab „unilever lietuva distribucija", skuodo g. 28, mažeikiai, lt-89100, lietuva.\n\nwwartosc odžywcza / vyživovē ūdaje / maistinē vertē 100 g\n\nnam\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v7;29;29;338;['saldējuma', 'sojas pupu ekstrakts', 'ūdens', 'sojas pupas', 'jūras sāls', 'cukurs', 'kokosriekstu eļļa', 'glikozes sīrups', 'grauzdēti lazdu rieksti', 'kakao ar samazinātu tauku saturu', 'saulespuķu sēklu eļļa', 'emulgatori', 'taukskābju monoglicerīdi un diglicerīdi', 'taukskābju saharozes esteri', 'sojas lecitīni', 'stabilizatori', 'nātrija algināts', 'ceratoniju augļu sveķi', 'guāra sveķi', 'aromatizētāji', 'b12 vitamīns', 'sastāvdaļas vafeles', 'kviešu milti', 'cukurs', 'kokosriekstu eļļa', 'karamelizēts cukurs', 'emulgators', 'sojas lecitīni', 'aromatizētāji'];[' saldējuma {85%}: sojas pupu ekstrakts {56%} {ūdens, sojas pupas {8,2%}, jūras\nsals}, cukurs, kokosriekstu eļļa, glikozes sīrups, grauzdēti lazdu rieksti {3,9%}, kakao ar samazinātu tauku saturu, saulespuķu sēklu eļļa,\nemulgatoni: taukskābju monoglicerīdi un diglicerīdi - taukskābju saharozes esteri - sojas lecitīni, stabilizatori, nātrija algināts, ceratoniju\naugļu sveķi - guāra sveķi, aromatizētāji, b12 vitamīns. - sastāvdaļas vafeles {15%}: kviešu milti, cukurs, kokosriekstu eļļa, sāls,\nkaramelizēts cukurs, emulgators: sojas iecitīni, aromatizētāji. var. uzglabāt temperatūrā, kas\nnepārsniedz -18 "c. ieteicams līdz: skatīt uz iepakojuma sāniem.\n{lt} augaliniai valgomieji ledai su vafliais - sudedamosios dalys - valgomieji ledai {85%}: sojos ekstraktas {56%} {vanduo,\nsoju pupelēs {8,2%}, jūros druska}, cukrus, kokosu aliejus, gliukozēs sirupas, skrudinti lazdyno riešutai {5,976}, mažesnio riebumo kakavos\nmilteliai, saulēgražu aliejus, emulsiklis: riebalu rūgščiy mono- ir digliceridai - riebalu rūgščiu sacharozes esteriai - soju lecitinai,\nstabilizatoriai: natrio alginatas, saldžiuju ceratoniju derva - pupeniu derva, kvapiosios medžiagos, vitaminas bīz. - vaflis {15%}:\nkvietiniai miltai, cukrus, kokosu aliejus, druska, karamelizuotas cukrus, emulsiklis: sojos iecitinas, kvapiosios medžiagos. gali būti kity\nriešutu pēdsaku ir garstyčios. laikyti ne didesnēje nei -187c temperatūroje. geriausias iki: žr. pakuotēs šone.\n\nvalsoia s.p.a. - vial. barontini, 16/5\n\nfor no gmo 50y  go{0gna-ltaly- wwww.valsola.it\neritā csidia srmsnēe maa plantofseravallesesia {vo\n\nfsc forever certification body aceredited by accredia\n\n{orso matteotti, 13 - italy\n\nm m\nnn nmn\n\nua er nā akai ae\n\n"etpine vērtē | energi / energie\n\nfat / fett / grasas / lipidos / rasvad / tauki / riebalai / fett 7.\nof which / hvorav / de las cuales / dos guais / millest / tostarp /i\nsaturates / mettede fettsyrer / saturadas / saturados / kūllastur\npiesātinātās taukskābes / sočiuju riebalu rūgščiu / māttat fett /\n> a tgš uu / malta fett /\ncarbohydrate / karbohydrater / hidratos de carbono / sūsives\nangliavandeniai / kolhydrat / glucides\nof which / hvorav / de los cuales / dos guais / millest / tostarp /i\nsugars / sukkerarter / azūcares / agūcares / suhkrud / cukuri / cu\nfibre / kostfiber / fibra alimentaria / fibra / kiudained / šķied\nskaidulinēs medžiagos / fiber / fibres alimentaires\nprotein / proteinas / valgud / olbaltumvielas / baltymai / prot\nsalt / sal /$ool / sāls / druska / salt / sel\nvitamin b12/ vitamina b12/ vitamiin b12/ bi2 vitamīns / vitaminas b12/\n{715% nrv = daily reference intake / referanseinntak for en voks.\nde referencia / ingestāo de referēncia diāria / vērdluskogused jn\nvartojimo kiekio per para / nāringsreferensvārde / valeurs nutriti\n\n4 cones - 3009 480ml c\n\nmix\n\npackaging from\nresponsible sources\n\nfsc? c104639\n\nfsc\n\nwww.fsc.org\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v8;29;29;319;['saldējuma', 'sojas pupu ekstrakts', 'ūdens', 'sojas pupas', 'jūras sāls', 'cukurs', 'kokosriekstu eļļa', 'glikozes sīrups', 'grauzdēti lazdu rieksti', 'kakao ar samazinātu tauku saturu', 'saulespuķu sēklu eļļa', 'emulgatori', 'taukskābju monoglicerīdi un diglicerīdi', 'taukskābju saharozes esteri', 'sojas lecitīni', 'stabilizatori', 'nātrija algināts', 'ceratoniju augļu sveķi', 'guāra sveķi', 'aromatizētāji', 'bi2 vitamīns', 'sastāvdaļas vafeles', 'kviešu milti', 'cukurs', 'kokosriekstu eļļa', 'karamelizēts cukurs', 'emulgators', 'sojas lecitīni', 'aromatizētāji'];[' saldējuma {85%}: sojas pupu ekstrakts {56%} {ūdens, sojas pupas {8,2%}, jūras\nsāls}, cukurs, kokosriekstu eļļa, glikozes sīrups, grauzdēti lazdu rieksti {3,9%}, kakao ar samazinātu tauku saturu, saulespuķu sēklu eļļa,\nemulgatori: taukskābju monoglicerīdi un diglicerīdi - taukskābju saharozes esteri - sojas lecitīni, stabilizatori: nātrija algināts, ceratoniju\naugļu sveķi - guāra sveķi, aromatizētāji, bi2 vitamīns. - sastāvdaļas vafeles {15%}: kviešu milti, cukurs, kokosriekstu eļļa, sāls,\nkaramelizēts cukurs, emulgators: sojas lecitīni, aromatizētāji. var. uzglabāt temperatūrā, kas\nnepārsniedz -18 "c. ieteicams līdz: skatīt uz iepakojuma sāniem.\n\n{lt} augaliniai valgomieji ledai su vafliais - sudedamosios dalys - valgomieji ledai {85%}: sojos ekstraktas {50%} {vanduo,\nsoju pupelēs {8,2%}, jūros druska}, cukrus, kokosuy aliejus, gliukozēs sirupas, skrudinti lazdyno riešutai {3,9%}, mažesnioriebumo kakavos\nmilteliai, saulēgražu aliejus, emulsiklis: riebaly rūgščiy mono- ir digliceridai - riebalu rūgščiu sacharozēs esteriai - soju lecītinai,\nstabilizatoriai: natrio alginatas, saldžiuju ceratoniju derva - pupeniy derva, kvapiosios medžiagos, vitaminas bī2. = vaflis {15%}:\nkvietiniai miltai, cukrus, kokosu aliejus, druska, karamelizuotas cukrus, emulsiklis: sojos lecitinas, kvapiosios medžiagos. gali būti kity\nriešutu pēdsaku ir garstyčios. laikyti ne didesnēje nei -18"c temperatūroje. geriausias iki, žr, pakuotēs šone.\n\nno gmo so0y\n\n3\nva forests csņēja sīess 2 čemešima\n\nfsc forever certification body accredited by accredia\n\nbologna - italy - www.valsoia.it\nplant of serravalle sesia {vc} |\n\nvalsojas.p.a. - vial. barontini, 16/5\n\nvigi v energi | energie\n\nfat / fett / grasas / lipidos / rasvad / tauki / riebaļai |fett\nof which / hvorav / de las cuales / dos guais / millest / tostarp\nsaturates / mettede fettsyrer / saturadas / saturados / kūllast\npiesātinātās taukskābes / sočiuju riebalu rūgščiu / māttat feti\ncarbohydrate / karbohydrater / hidratos de carbono / sūsiv\nangliavandeniai / kolhydrat / glucides\n\nof which / hvorav / de los cuales / dos guais / millest / tostarp\nsugars / sukkerarter / azūcares / agūcares / suhkrud / cukuri /\nfibre / kostfiber / fibra alimentaria / fibra / kiudained / šķ\nskaidulinēs medžiagos / fiber / fibres alimentaires\nprotein / proteinas / valgud / olbaltumvielas / baltymai / p\nsalt / sal / $ool / sāls / druska / salt / $el\n\nvitamin b12/ vitamina b12 / vitamiin b12 / b12 vitamīns / vitaminas |\n{*}15% nrv = daily reference intake / referanseinntak for en vi\nde referencia / ingestāo de referēncia diāria / vērdluskoguse{\nvartojimo kiekio per para / nāringsreferensvārde / valeurs nu\n\n4 cones - 3009 480m! c\n\nvo\nfsc\n\nwww.fsc.org\n\nmix\n\npackaging from\nresponsible sources\n\nfsc? c104639\n\nmm\n\n'];0;0;[];[];0;0;0;[];[];[]
v9;16;16;47;['kviešu milti', 'cukurs', 'palmu eļļa', 'ūdens', 'glikozes', 'fruktozes sīrups', 'sāls', 'emulgators', 'lecitīni', 'no sojas', 'irdinātāji', 'dinātrija difosfāts', 'nātrija hidrogēnkarbonāts', 'amonija bikarbonāts', 'aromatizētājs', 'vanilīns'];[': kviešu milti, cukurs, palmu eļļa, ūdens, glikozes-fruktozes\nsīrups, sāls, emulgators: lecitīni {no sojas}, irdinātāji: dinātrija difosfāts, nātrija\nhidrogēnkarbonāts, amonija bikarbonāts, aromatizētājs {vanilīns}. var. ieteicams līdz:/partijas nr.: skatīt uzdruku uz iepakojuma. uzglabāt\nsausā vietā, temperatūrā, kas.\n\nnetokaal:/\nua s amirums: 1 55 g\n\nmā araa midi\n\n— — da\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v10;21;21;70;['vārīti turku zirņi', 'ūdens', 'rapšu eļļa', 'kalamata šķirnes olīvas', 'melnās olīvas', 'sāls', 'spirta etiķis', 'tahini', 'sezama pasta', 'sāls', 'garšvielas', 'ķiploki', 'paprika', 'sīpoli', 'kumīns', 'skābuma regulētāji', 'citronskābe', 'ābolskābe', 'vīnskābe', 'konservants', 'kālija sorbāts'];[': 51% vārīti turku zirņi, ūdens, rapšu eļļa, 6,5% kalamata šķirnes > +\n\nolīvas {melnās olīvas, sāls, spirta etiķis}, tahini {sezama pasta}, sāls, garšvielas {ķiploki, paprika, sīpoli,\n\nkumīns}, skābuma regulētāji: citronskābe, ābolskābe, vīnskābe, konservants: kālija sorbāts. \'\n\nuzturvērtība 100 g: enerģētiskā vērtība 1120 k3/270 kcal, tauki 22,4 g, tostarp: piesātinātās :%\n\ntaukskābes 2,0 1 ogļhidrāti 11,2 g, tostarp: cukuri 0,3 g, olbaltumvielas 5,1 g, sāls 1,16 g. iu\ndartija nr ebatīt izdruku ienakuma anakšnusē uzalabāt temperatūrā\n\natnīnammo lina"\n\n\n'];0;0;[];[];0;0;0;[];[];[]
v11;21;22;300;['turku zirņi vārīti', 'turku zirņi', 'ūdens', 'saulespuķu eļļa', 's partijas nr', 'vai rapšu eļļa', 'r partijas nr', 'ūdens', 'sezama sēklu pasta', 'biezinātājs', 'kukurūzas ciete', 'sāls', 'skābuma regulētāji', 'citronskābe', 'pienskābe', 'garšvielas', 'ķiploku pulveris', 'garšaugi', 'dažādās proporcijās', 'baltie pipari malti', 'konservants', 'kālija sorbāts'];[': turku zimi vārīti{62%} { turku zimi, ūdens},\nsaulespuķu eļļa {s partijas nr.} vai rapšu eļļa {r partijas nr.}, ūdens, sezama sēklu pasta,\nma nālēja: kukurūzas ciete, sāls, skābuma regulētāji: citronskābe, pienskābe, garšvielas:\nķiploku pulveris, gamma {0,12%} dažādās proporcijās, baltie ppan malti, konservants: kālija\nsorbāts. alergēni: sezams. pēc atvēršanas izlietot 24h laikā. uzglabāt temperatūrā no +0”c...+67c.\nlt hummusas su zalumynais. sudedamosios dalys: virti turkiški žimiai{62%} {turkiški\nžimiai, kred s saudgražu aliejus {s partijos nr.} arba rapsu aliejus {r partijos nr.}, vanduo, sezamo .\n„ | sēklu pasta, tiršūklis: kukurūzu krakmolas, druska, rūgštinguma atri medžiagos: citrinos rūgštts, ā\n| pieno rūgštis, prieskoniai: česnaku milteliai, prieskoninēs žoleies {0,12%} skirtingomis proporcijos, malti baltieji\npipirai, konservantas: kalio sorbatas. alergenai: sezamas. atidarius suvartoti per 24 valandas. laikyti\ntemperatūroje nuo +0"c...+6*c. ee hummus maitserohelisega. koostisosad: kikerhemed\nkeedetud{62%} {kikernemed, vesi}, pāevalilleēli {s partii no.} vēi rapsiēli {r partiis no.},, vesi,\nseesamiseemnepasta, paksendaja: maisitārklis, sool, happesuse regulaatorid: sidrunhape, pimnapa, maitseained:\nkūūslaugupulber, maitsetaimed {0 1 kat m proportsioonides, valge ppar čč vatatud, sālilitusaine:,\nkaaliumsorbaat. allergeenid: seesam. kasutada 24 a n pa avamist. hoida temperatuuril vahemikus +\n0*c kuni + 62c. tootja / producer / pagaminta / ražotājs : sia "atlantika intemational", "surimi",\nmucenieki, ropažu kraštas, latvija, lv-2137, +37166102172. tūrgi hemeste pāritolu: vāljaspool eu. / origin of\nturkish s: outside the eu / turku žimiu kilmēs šalis: už es ribu. / turku zimu izcelsme: ārpus es. kēālblik kuni:\nvaata pakendilt. use by: see on the package. tinka vartoti iki: žiūrēti ant pakuotēs. izlietot līdz: skatīt uz iepakojuma,\n\nnu | energiasisaldus / energy value / energinē vertē / enerģetiskā 982 kj /\nš vērtība: 237 kcal\nrasvad / fat / riebalai / tauki:\nmillest kūllastunud rasvhapped / including saturated fatty acids /\niš kuriu sočiuju riebalu rūgščiu / tostarp piesātinātās taukskābes:\nsūsivesikud / carbohydrates / angliavandeniai / ogļhidrāti:\n\nmillest suhkrud / including sugars / iš kuriy cukru / tostarp cukuri:\n\nvalgud / protein / baltymai / olbaltumvielas:\n\nc\nma.\nma"\n\n1 netokaal: / net weight: / neto masē: / neto masa:\n9 m a pa bb. v. iu ru 0 k\n\n'];0;0;[];[];0;0;0;[];[];[]
